seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
45,16,5,2,,498,1126,,,,
64,16,7,2,,542,994,384,1390,,
14,16,9,2,,,,,1041,,
37,16,11,2,,,1275,,917,,
44,16,13,2,,173,772,,,,
7,16,15,2,,,,,,,
22,16,17,2,824,,,,,,
57,16,19,2,,256,893,1344,,,
28,16,21,2,,,,,,,
52,16,23,2,,495,,,,,
11,16,25,2,,239,,,,,
56,16,27,2,,509,2406,201,,,
6,16,29,2,,,,,,,
5,16,31,2,,,402,,,,
35,17,1,2,755,139,,,796,,
18,17,3,2,,,,410,444,,
47,17,5,2,,,,,,,
13,17,7,2,,,,99,,,
27,17,9,2,,,,667,754,,
15,17,11,2,209,556,,193,255,,
44,17,13,2,,143,352,,,,
20,17,15,2,,280,,373,,,
51,17,17,2,340,,112,,633,,
7,17,19,2,155,,,416,,,
58,17,21,2,,,,191,,,
42,17,23,2,1447,992,358,997,178,,
23,17,25,2,210,,,913,1597,,
56,17,27,2,422,,,,534,,
45,17,29,2,3551,1419,,,349,,
63,17,31,2,,,,1163,328,,
